"",1 2,3,,4 5,,6 7,8,,9,10,11,12,13,14 15
1018,Sb 2 S,,,3 1.71,,300.0,,2,2,3,U,,,38 POLARIZED E II C.
1019,Sb 2 S,,,3 1.7,,300.0,,2,8,5,U,,,416
1020,Sb 2 S,,,3 1.92,,300.0,,2,1,4,U,,,611
1021,Sb,As,,.009,,273.0,,1,4,3,U,,,"478 39.5 % ARSENIC, ACTIVATION"
"",,,,,,,,,,,,,,ENERGY.
1022,Sb,As,,.125,,273.0,,2,4,3,U,,,"478 29.0 % ARSENIC, ACTIVATION"
"",,,,,,,,,,,,,,ENERGY.
1023,Sb 2 Se,,,3 1.2,,300.0 -7.00e-04,,1,2,3,U,,,85
1024,Sb 2 Se,,,3 1.4,,.0 -7.00e-04,,2,4,3,U,,,85
1025,Sb 2 Se,,,3 1.1,,293.0,,2,2,3,U,,,575
lU~o Sb,~ Se,,,J 1.1::>,,3oo.u,,2,2,2,U,,,202
1027,Sb,,,.1,,300.0,,1,1,3,U,,GRAY,"571 SEE ALSO PHYS. REV., 133, A1685"
"",,,,,,,,,,,,,,(1964).
1028,Sb,,,.101,,4.0,,2,1,3,U,,,185
1029,Sb 2 Te,,,3 .3,,300.0,,1,2,3,U,,,85
1030,Sb 2 Te,,,3 .3,,300.0,,2,1,3,U,,,575 SEE ALSO J. PHYS. CHEM.
"",,,,,,,,,,,,,,"SOLIDS, 23, 1219 (1962)."
1031,Sb 2 Te,,,3 .3,,300.0,,2,0,0,U,,,602
1032,Sb 1 I,,,3 2.22,,300.0,,1,9,3,DAD,,ORANGE,631
1033,Sb 1 I,,,3 2.12,,295.0,,2,2,3,I I,,,220
1034,Sb I,I,,3 2.49,,.0 -9.00e-04,,2,2,3,DAD,,ORANGE,631
1035,Te 1 0,,,2 3.,,300.0,,1,3,2,V,,,417 VALUE GREATER THAN 3.0 EV.
1036,Te 1 0,,,2,,.0,,2,0,3,U,,,"34 K(LO) = 24.90, K(HI) = .00."
1037,Te,,,.332,,300.0,,1,2,3,DAD,,,268
1038,Te,,,.35,,.0 -3.46e-04,,2,4,0,U,,,273
1039,Te,,,.334,,4.0,,2,6,3,DAD,P,,18 POLARIZED E 1. C.
1040 Te,,,,.335,,4.2,,2,2,3,DAD,,,268
1041,Te,,,.334,,10.0,,2,6,3,DAD,,,267
1042,Te,,,.337,,10.0 -6.70e-05,,2,2,3,I I,,,633 POLARIZED E II C.
1043,Te,,,.334,,20.0,,2,8,3,U,L,,71
1044,Te,,,.336,,77.0 -6.30e-05,,2,2,3,E,,,633 POLARIZED E 1. C.
1045,Te,,,.343,,77.0,,2,2,3,DAD,,,268
1046,Te,,,.32,,295.0,,2,2,3,D D,,,50 POLARIZED E 1. C.
1047,Te,,,.32,,300.0,,2,2,3,U,,,355
1048,Te,,,.33,,300.0,,2,4,4,U,,,89
1049 T~',1 I,,,1 1.1,,300.0,,1,4,0,U,,GREY,7
1050,I,,,1.3,,300.0,,1,2,3,U,,,527
1051,I,,,1.68,,80.0,,2,2,3,U,,,100 .
1052,I,,,1.6,,100.0,,2,4,3,U,,,323
1053,I,,,1.5,,290.0,,2,2,3,U,,,100
1054,Cs 1 F,,,1 10.,,80.0,,1,2,2,U,,,198 ABSORPTION SHOULDER.
1055,Cs 2 S,,,1,,.0,,2,,,,P,,"718 K(LO) = 19.00, K(HI) = .00."
1056,Cs 1 CI,,,1 8.1,,80.0,,I,2,2,DD,,,503 QUESTIONABLE VALVE.
1057,Cs I,Cl,,I 7.8,,80.0,,2,2,2,E,,,503
1058,Cs 1,CI,,1 7.4,,300.0,,2,9,6,U,,,"379 K(LO) = 7.20, K(HI) ~ 2.60."
1059,Cs 3 As,,,1 .6,,300.0,,I,.0,0,U,,,554
1060,Cs 1 Br,,,1 7.18,,80.0,,1,9,2,DD,,,503 TRANSITION GIS -> Gl.
1061,Cs 1 Br,,,1 6.9,,300.0,,2,9,6,U,T,,"379 K(LO) = 6.51, K(HI) = 2.78, SEE"
"",,,,,,,,,,,,,,"ALSO J. PHYS. (PARIS), 30, 723"
"",,,,,,,,,,,,,,(1969).
1062,Cs 1 Br,,,1 6.8,,80.0,,2,2,2,E,,,"503 SEE ALSO PHYS. LETT., 27A, 112"
"",,,,,,,,,,,,,,(1968).
1063,Cs 3 Sb,,,1 1.6,,300.0,,1,2,2,I I,EPT,,170
1064,Cs 3 Sb,,,1 1.6,,300.0,,2,8,2,U,PT,,588
1065,C:5 3,Sb,,1 1.6,,300.0,,2,8,2,D I,,,321
1066,Cs 3 Sb,,,1 1.6,,300.0,,2,8,2,U,EP,,586
1067,Cs 3,Sb,,1 2.25,,300.0,,2,2,2,E,EPT,,170
1068,Cs 2 Te,,,1 3.5,,300.0,,I,0,0,U,P,,298
1069,Cs 1 I,,,I 6.37,,10.0,,I,2,2,DD,,,616 TRANSITION G8- -> G6+.
1070,Cs I,I,,I 6.3,,80.0,,2,2,3,U,,,198 ABSORPTION SHOULDER.
1071,Cs 1 I,,,1 6.4,,80.0,,2,8,2,U,,,607 PHOTOELECTRIC EMISSION.
1072,Cs 1 I,,,I 6.2,,300.0,,2,9,3,U,,,379
1073,Cs 1 Bi,,,2 .55,,300.0,,1,2,0,U,,,"145 SEE ALSO ANN. PHYS. (LEIPZIG),"
"",,,,,,,,,,,,,,"19, 344 (1957)."
1074,Cs 3 Bi,,,I .55,,300.0,,I,2,0,U,,,145
1075,Cs 3 Bi,,,I .7,,300.0,,2,2,2,U,,,579 VALUE SMALLER THAN 0.7 EV.
1076,Ba I,0,,I 5.13,,300.0 -9.00e-04,,I,9,2,U,,,694
1077,Ba I,0,,I 3.8,,300.0,,2,2,3,U,EPT,COLORLESS,635 ABSORPTION EDGE.
1078,Ba I,0,,1 4.8,,300.0,,2,2,6,U,EPT,,391
1079,Ba 1 F,,,2 9.06,,300.0,,I,2,3,E,,,313 TRANSITION TO LOWEST
"",,,,,,,,,,,,,,EXCITON LEVEL.
1080,Ba 1 F,,,2,,.0,,2,,,,,,"97 K(LO) = 6.94, K(HI) = 2.15."
1081,Ba 1 S,,,1 3.88,,113.0,,I,2,2,U,,,546
1082,Ba 1 S,,,1 3.9,,77.0,,2,2,2,U,EPT,,"546 K(LO) = 19.27, K(HI) = .00."
1083,Ba I,Se,,1 3.6,,77.0,,1,2,2,U,,,546
"",I 2,3,,4,5,6,7,8,9,10,,II,12,13,14 15
Entry,Compound,,,,E(g),Temp.,dE/dT,R,By,On,,Tr,Effect,Color,Ref Comment
No.,,,,,(eV),(Kelvin),(eV/Deg),,,,,,,,
1084 Ba,I,Se,,1,3.58,113.0,,2,2,2,V,,,,709
1085,Ba I,Te,,I,3.4,300.0,,1,9,2,V,,,,426
1086,Ba,I,,,,.0,,2,,,,,PT,,641
1087,La I,B,,6,.08,300.0,,I,I,4,V,,P,,626
1088,La 1 B,,,6,,.0,,2,1,4,U,,,,350 METALLIC.
1089,La 1,B,,6,4.9,300.0,,2,I,3,U,,,,362 METALLIC.
1090,La I,B,,6,4.1,300.0,,2,2,2,U,,,,555
1091,La 2,0,,3,1.05,873.0,,1,4,6,U,,P,WHITE,473 ACTIVATION ENERGY.
1092,La 2 0,,,3,2.86,530.0,,2,,,,,,,94
1093,La 1 F,,,3,6.6,300.0,,I,2,3,V,,,,"680 ABSORPTION SHOVLDER,"
"",,,,,,,,,,,,,,,APPROXIMATE VALUE.
1094,La 1 Al,,,3,,.0,,2,0,3,U,,,,"672 K(LO) = 24.20, K(Hl) = .00."
1095,La 2,S,,3,1.32,300.0,,1,4,4,U,,,RED-YELLOW,423
1096,La 1 S,,,I,,.0,,2,,,,,,,706 METALLIC.
1097,La I,Cl,,3,,.0,,2,,,,,PT,,"75 K(LO) = 9.66, K(HI) = 3.71."
1098,La 2,Se,,3,1.97,293.U,,1,1,3,DD,,,,691
1099,La 2,Se,,3,1.7,300.0,,2,4,4,U,,,,394
lIOO,La I,Se,,1,,.0,,2,,,,,,,706 METALLIC.
lIOl,La I,Sb,,I,.8,300.0,,1,2,2,D,D,,,249
1102,La 2 Te,,,3,.1,300.0,,1,4,3,U,,,,516
1103,La 3 Te,,,4,.43,300.0,,1,4,3,U,,,,516
1104,La I,Te,,1,,.0,,2,,,,,,,706 METALLIC.
1105,Ce 1 N,,,1,.7,300.0,,I,9.,0,U,,,BRONZE,556
1106,Ce 1 0,,,2,2.68,513.0,,1,4,4,U,,,,94 ACTIVATION ENERGY.
1107,Ce 1 0,,,2,2.,.0,,2,4,3,U,,,,.653 ACTIVATION ENERGY.
lI08 Ce,1 0,,,2,5.5,300.0,,2,2,1,U,,,,"285 ABSORPTION EDGE, AS"
"",,,,,,,,,,,,,,,INTERPRETED IN SOV.
"",,,,,,,,,,,,,,,"PHYS.-SOLID STATE, 9, 2659"
"",,,,,,,,,,,,,,,(1968).
1109,Ce 1 0,,,2,1.1,873.0,,2,4,4·,V,,,,473 ACTIVATION ENERGY.
1110 Ce,1 F,,,3,4.85,300.0,,1,2,0,V,,,,77
1111,Ce 2,S,,3,1.12,300.0,,I,,,,,,,541
1112,Ce 1 S,,,I,,.0,,2,,,,,,,706 METALLIC.
1113,Ce 2,Se,,3,1.75,293.0,,1,1,3,D,D,,,691
1114,Ce 2,Se,,3,1.62,300.0,,2,4,4,V,,,,201
IllS Ce,2 Se,,,3,2.,300.0,,2,4,4,V,,,,394
Il16 Ce,1 Se,,,1,,.0,,2,,,,,,,706 METALLIC.
1117,Ce 2 Te,,,3,1.4,293.0,,1,4,4,U,,,,684 VALVE VARIES: 1.2-1.6 EV.
IlI8 Ce,I,Te,,I,,.0,,2,,,,,,,706 METALLIC.
1119 Pr,I,B,,6,4.9,300.0,,·1,1,3,V,,P,,"362 K(LO) = .00, K(HI) = 14.90."
1120 Pr,I,0,,2,0.66,323.0,,1,4,4,V,,,,137 ACTIVATION ENERGY.
1121,Pr 2,0,,3,0.84,673.0,,I,4,4,V,,,,137 ACTIVATION ENERGY.
Il22 Pr,1 0,,,2,.88,510.0,,2,,,,,,,94 ACTIVATION ENERGY.
1123 Pr,,0,,,0.55,873.0,,2,4,0,U,,,,473 ACTIVATION ENERGY.
1124 Pr,I,F,,3,5.9,300.0,,I,2,2,U,,,,77 V A T.TJR V A RTRS~ !;q-h.4 RV.
Il2S Pr,I,F,,3,5.3,300.0,,2,2,2,V,,,,76
Il26 Pr,1 S,,,1,,;0,,2,,,,,,,706 METALLIC.
Il27 Pr,1 As,,,1,1.,300.0,,1,2,2,DAD,,,,294
Il28 Pr,2,Se,,3,1.8,293.0,,1,1,3,V,,,,691
Il29 Pr,2 Se,,,3,1.9,300.0,,2,4,3,V,,,,394
". 1130 Pr",1 Se,,,I,,.0,,2,,,,,,,706 METALLIC
Il31,Pr 1 Sb,,,1,.66,300.0,,1,2,2,DAD,,,,294
Il32 Pr,I,Te,,2,1.02,300.0,,1,2,3,I,I,,,447
Il33 Pr,I,Te,,2,1.288,300.0,,1,2,3,D,I,,,447
Il34 Pr,2 Te,,,3,1.3,293.0,,1,2,4,V,,,,684 VALVE VA RIES: 1.3-1. 7 EV.
1135,Pr 1 Te,,,1,,.0,,2,,,,,,,706 METALLIC.
1136,Nd 1 B,,,6,4.9,300.0,,1,1,3,U,,P,,"362 K(LO) = .00, K(Hl) = 11.60, ENERGY"
"",,,,,,,,,,,,,,,GAP PROBABLY TRANSITION
"",,,,,,,,,,,,,,,TO HIGHER BANDS.
1137 Nd,I,D,,6,3.4,300.0,,2,2,2,U,,,,S5S
1138,Nd 1 B,,,6,4.,300.0,,2,2,0,V,,,,556
1139,Nd 2,0,,3,0.97,873.0,,1,4,4,V,,,,473 ACTIVATION ENERGY.
1140,Nd 2,0,,3,,.0,,2,0,3,U,,,,"721 K(LO) = 9.80, K(HI) = .00."
1141,Nd I,F,,3,6.15,300.0,,1,2,2,U,,,,77 VALUE VARIES: 5.9-6.4 EV.
1142,Nd 2,S,,3,3.,300.0,,1,4,3,U,,,,287
1143,Nd 1 S,,,1·,,.0,,2,,,,,,,706 METALLIC.
1144,Nd 1 As,,,1,1.04,300.0,,1,2,2,DAD,,,,294
1145,Nd 2,Se,,3,1.7,300.0,,1,1,3,D,D,,,691
1146,Nd 1 Se,,,1,,.0,,2,,,,,,,706 METALLIC.
1147,Nd 2,Te,,5,.29,300.0,,1,4,6,U,,,,6
1148,Nd 1 Te,,,2,.3,300.0,,1,4,6,U,,,,6
1149,Nd 4,Te,,7,.38,"300,0",,I,4,6,U,,,,6
1150 .Nd,2,Te,,3,1.12,300.0,,I,4,6,U,,,,6
1151,Nd I,Te,,2,.48,300.0,,2,,,,,,,22
1152,Sm 1 B,,,6,4.9,300.0,,1,1,3,U,,P,,"362 K(LO) ::: .00, K(HI) = 9.38, ENERGY"
"",,,,,,,,,,,,,,,GAP PROBABLY TRANSITION
"",,,,,,,,,,,,,,,TO HIGHER BANDS.
1153,Sm 2,0,,3,1.17,300.0,,I,4,4,U,,,,473 ACTIVATION ENERGY.
1154 Sm,2,0,,3,2.27,510.0,,2,,,,,,,94
1155,Sm 1 P,,,1,1.09,300.0,,1,2,2,DAD,,,,294
1156,Sm 1 S,,,1,'.22,300.0,,1,4,0,U,,,,248
"",I 2,3,,4,5,6 7,,8,9,10,11,12,13,14 IS
Entry,Compound,,,,E(g),Temp. dE/dT,,R,By,On,Tr,Effect,Color,Ref Comment
No.,,,,,(eV),(Kelvin) (eV/Deg),,,,,,,,
ll57 Sm,2,S,,3,3.,300.0,,I,I,4,U,,,691
1158,Sm I,S,,I,.2,300.0,,2,2,3,U,,,332
1159,Sm 2,S,,3,3.,300.0,,2,4,3,U,,,394
1160,Sm I,As,,I,1.03,300.0,,I,2,2,DAD,,,294
1161,Sm I,Se,,1,.46,300.0,,1,2,3,U,,,332
1162,Sm 2,Sc,,3,2.3,300.0,,1,1,4,U,,,691
1163,Sm 2,Se,,3,2.3,300.0,,2,4,3,U,,,394
ll64 Sm,1 Sb,,,1,.59,300.0,,I,2,2,DAD,,,294
1165,Sm I,Te,,I,.62,300.0,,1,2,3,U,,,333
1166 Eu,I,N,,I,1.25,400.0,,1,4,4,U,,,106
1167,Eu I,N,,I,1.47,300.0,,2,9,6,U,,,556
1168 Eu,I,0,,I,1.122,300.0 -1.40e-04,,I,2,3,U,,,662
1169,Eu 3,0,,4,.6,300.0,,I,4,4,U,,,540 ACTIVATION ENERGY.
ll70 Eu,2,0,,3,1.7,300.0,,1,4,4,U,,,540 ACTIVATION ENERGY.
ll7l Eu,I,0,,I,1.115,300.0,,2,1,3,U,,,660
1172,Eu 1,0,,1,1.1,300.0,,2,4,4,U,P,,540 ACTIVATION ENERGY.
1173,Eu I,0,,I,4.3,300.0,,2,3,2,U,,,196
1174 Eu,2,0,,3,1.84,513.0,,2,4,4,U,,,94
1I75 Eu,3,P,,2,1.2,300.0,,1,2,2,U,,,307
1176,Eu 1 S,,,I,1.645,300.0 -1.00e-04,,1,2,3,U,,,660
1177,Eu 3,S,,4,.163,300.0,,1,4,6,U,,,101 ACTIVATION ENERGY.
1I78 Eu,I,S,,I,1.645,300.0,,2,2,2,U,,,125
1179,Eu I,S,,I,1.65,300.0,,2,I,3,U,P,,661
1180 Eu,1 S,,,1,1.69,300.0,,2,2,3,U,,,662
1I8l Eu,I,S,,1,3.1,300.0,,2,2,2,D I,,,196
1182 Eu,3,As,,2,.6,300.0,,1,4,3,U,,,307
1183,Ell I,Se,,1,1.78,300.0 -1.00e-04,,1,1,3,U,,,660
1184,Ell I,Se,,I,1.78,300.0,,2,2,2,U,CP,,125
1185,Eu 1 Se,,,I,1.78,300.0,,2,I,3,U,,,661
1186 Eu,I,Se,,I,1.8,300.0,,2,3,3,U,,,663
1187,Ell I,Se,,1,1.87,300.0,,2,2,3,U,,,662
ll88 Ell,I,Se,,I,3.1,300.0,,2,2,2,D I,,,196
ll89 Ell,I,Te,,I,1.959,300.0,,1,2,3,U,,,662
II 90,Ell 1 Te,,,1,2.,300.0 -l.OOe-04,,2,I,3,U,,,660
1191,Ell I,Te,,1,2.,300.0,,2,2,2,U,,,125
un Gd,1 B,,,6,3.6,300.0,,1,2,2,U,,,55!:>
1193,Gd I,N,,I,1.54,300.0,,I,2,6,U,,,556
ll94 Gd,2,0,,3,1.36,873.0,,I,4,6,U,EP,,473 ACTIVATION ENERGY.
II95 Gd,2,0,,3,2.9,933.0,,2,4,4,U,,,94
II 96,Gd 1 P,,,1,,.0,,2,,,,,,683 METALLIC.
1197,Gd I,S,,I,,.0,,2,3,2,U,,,.196
1198,Gd I,As,,I,.63,300.0,,I,2,2,DD,,,294
II99 Gd,I,Te,,I,1.3,300.0,,I,0,0,U,,,254
1200,Tb I,0,,2,0.5,300.0,,1,4,4,U,,,137 ACTIVATION ENERGY.
1201,Tb 2,0,,3,0.95,650.0,,1,4,4,U,,,137 ACTIVATION ENERGY.
1202 Tb,40,,,7,0.4,873.0,,1,4,0,U,,,473 ACTIVATION ENERGY.
1203,Tb 20,,,3,.86,510.0,,2,,,,,,94
1204 Tb,1 F,,,3,,.0,,2,,,,P,,381
1205 Tb,I,P,,I,,.0,,2,,,,,,683 METALLIC.
1206,Dy 1 B,,,6,3.3,300.0,,1,2,2,U,,,555
1207,Dy I,N,,I,2.6,300.0,,I,2,2,DD,,,553
1208,Dy I,N,,I,2.1,300.0,,2,2,0,U,,,556
1209,Dy 20,,,3,3.08,593.0,,1,4,4,U,,,"94 K(LO) = 11.10, K(HI) = 3.69."
1210,Dy 20,,,3,1.39,0.0,,2,4,4,U,,,473 ACTIVATION ENERGY.
12ll Dy,1 P,,,1,,.0,,2,,,,,,683 METALLIC
1212,Dy 2,S,,3,2.91,300.0,,I,2,3,U,,,288 ABSORPTION EDGE.
1213,Dy 2,S,,3,3.,300.0,,2,4,3,U,,,287
1214,Dy 1 As,,,I,1.,300.0,,I,2,2,DAD,,,294
1215,Ho I,N,,I,1.88,300.0,,1,2,2,U,,,553 VALUE VARIES: 1.7-1.88 EV.
1216 Ho,1 N,,,I,1.9,300.0,,2,2,2,U,,,555
1217,Ho 2,0,,3,2.84,573.0,,1,4,4,U,,,"94 K(LO) = 3.62, K(HI) = 14.60."
1218 Er,1 B,,,6,3.5,300.0,,I,2,2,U,,,555
1219,Er I,N,,1,2.4,300.0,,I,2,2,DD,,,553
1220,Er 1 N,,,1,3.,300.0,,2,2,0,U,,,556
1221,Er 2,0,,3,3.26,653.0,,1,4,4,U,,,94
1222 Er,20,,,3,1.4,0.0,,2,4,4,V,,,473 ACTIVATION ENERGY.
1223,Er 1 Se,,,2,1.07,300.0,,I,4,4,U,,,275
1224 Er,2,Se,,3,1.66,300.0,,I,4,4,U,,,275
1225 Er,3,Te,,4,.9,300.0,,I,4,4,U,,,276
1226 Er,I,Te,,I,.9,300.0,,I,4,4,U,,,276
1227 Er,2,Te,,3,.9,300.0,,I,4,4,U,,,276
1228 Tm,1 As,,,1,1.18,300.0,,1,2,2,I I,,,294
1229,Yb 2,0,,3,2.99,573.0,,I,4,4,U,,,"94 K(LO) = 6.60, K(HI) = 3.47."
1230,Yb 2,0,,3,1.53,873.0,,2,4,0,U,,,473 ACTIVATION ENERGY.
1231,Yb,S,,,.33,300.0,,I,4,4,U,,,179
1232,Yb,S,,,.116,500.0,,2,4,4,U,,,158
1233,Yb I,As,,1,1.02,300.0,,1,2,2,DAD,,,294
1234,Yb 1 Sb,,,I,1.,300.0,,1,2,2,DAD,,,294
1235,Lll 20,,,3,3.94,733.0,,I,4,4,V,,,"94 K(LO) = 16.20, K(HI) = 3.54."
"]236 Hf",1,0,,2,5.55,3.00_0,,1,1,LI.,IT,,,68
"",I 2,3,,4,5,6 7,,8,9,10,,II,12,13,14 15
Entry,Compound,,,,E(g),Temp. dE/dT,,R,By,On,,Tr,Effect,Color,Ref Comment
No.,,,,,(eV),(Kelvin) (eV/Deg),,,,,,,,,
1237,H£ 1,S,,2,1.96,300.0 -4.30e-04,,1,2,3,I,I,,DKRED,261
1238,Hf I,S,,3,2.8,300.0 -5.50e-04,,I,2,3,V,,,OCHER,265
1239,Hf 1 S,,,2,2.9,300.0,,I,I,3,D,I,,,261 IDENTIFIED AS BAND GAP IN 'J.
"",,,,,,,,,,,,,,,"PHYS. D, 2, 1507 (1969)."
1240 Hf,1 S,,,3,2.85,300.0,,2,3,3,V,,,OCHER,265
1241,Hf 1 Se,,,2,1.13,300.0 -6.80e-04,,I,2,3,I,I,,DKRED,261
1242,Hf I,Se,,2,2.2,300.0,,I,1,3,D,I,,,261 IDENTIFIED AS BAND GAP IN J.
"",,,,,,,,,,,,,,,"PHYS. D, 2, 1507 (1969)."
1243 Ta,,N,,,2.3,300.0,,1,2,2,DD,,,,151 VALVE VARIES: 1.95-2.60 EV.
1244 Ta,2,0,,5,4.6,300.0,,1,3,2,V,,,,28 ABSORPTION EDGE.
1245,Ta_ l,S,,2,.1,300.0,,1,4,0,V,,,~,542
1246 W,10,,,3,2.8,300.0 9~OOe-04,,1,2,3,U,,,,327 POLARIZED II A.
1247,W 1 0,,,3,2-.7,273.0,,2,2,3,V,,,,301
1248 W,10,,,3,2.9,300.0 6.50e-04,,2,2,3,V,,,,327 POLARIZED II C.
1249,W 1 Si,,,2,,.0,,2,,,,,,,466 METALLIC.
1250 w,1,5,,2,1.1,300.0,,1,8,0,U,,,,::SYU
1251,W 1 S,,,2,0.45,400.0,,2,4,3,V,,,,272 ACTIVATION ENERGY.
1252,W 1 Se,,,2,1.35,295.0 -4.60e-04,,1,2,3,V,,,,640
1253 W,I,Se,,2,1.49,.0 -4.60e-04,,2,2,3,V,,,,640
1254 W,1 Se,,,2,1.45,77.0 -4.60e-04,,2,2,3,V,,,,640
1255,W 1 Se,,,2,1.35,295.0,,2,0,0,V,,,,250
1256 W,1 Se,,,2,1.57,300.0,,2,2,3,V,,,,226 ABSORPTION EDGE.
1257,W 1 Te,,,2,.05,100.0,,1,4,3,V,,,,340
1258 W,1 Te,,,2,.075,100.0,,2,4,3,V,,,,340
1259 Re,1 0,,,3,,. 0,,1,1,3,,,,,216 METALLIC .
1260,Re 1 0,,,3,"2,3",300.0,,1,1,3,V,,,- RED,"216 METALLIC, VALUE IS PLASMA"
"",,,,,,,,,,,,,,,EDGE.
